review_id,order_id,customer_id,restaurant_id,rider_id,rating,review_sentiment,complaint_flag,complaint_category,review_text
37,54,1264,73,292,3,Neutral,False,,Average experience.
38,55,1998,117,269,3,Neutral,False,,Average experience.
39,57,1165,64,124,4,Positive,False,,Quick delivery and tasty food.
40,58,168,4,282,4,Positive,False,,Excellent service!
41,59,274,15,31,5,Positive,False,,Loved the food.
42,60,1619,99,248,5,Positive,False,,Excellent service!
43,61,1221,73,172,2,Negative,True,Food Quality,Packaging was damaged.
44,62,1673,97,153,5,Positive,False,,Quick delivery and tasty food.
45,63,223,22,213,4,Positive,False,,Excellent service!
46,64,128,26,121,5,Positive,False,,Highly recommended.
47,65,1141,55,147,4,Positive,False,,Excellent service!
48,69,1343,79,91,4,Positive,False,,Highly recommended.
49,70,1933,104,284,4,Positive,False,,Excellent service!
50,72,399,6,231,5,Positive,False,,Quick delivery and tasty food.
51,76,891,59,36,4,Positive,False,,Will definitely order again.
52,78,1975,103,105,3,Neutral,False,,Food was okay.
53,79,1524,98,270,3,Neutral,False,,Nothing special.
54,81,1332,85,194,4,Positive,False,,Excellent service!
55,84,1490,76,10,4,Positive,False,,Loved the food.
56,85,536,48,189,5,Positive,False,,Loved the food.
57,89,725,39,85,4,Positive,False,,Excellent service!
58,90,811,72,246,5,Positive,False,,Will definitely order again.
59,92,1856,107,294,4,Positive,False,,Quick delivery and tasty food.
60,98,1305,85,194,3,Neutral,False,,Nothing special.
61,99,1365,81,161,4,Positive,False,,Excellent service!
62,101,569,47,150,3,Neutral,False,,Food was okay.
63,102,101,12,260,4,Positive,False,,Will definitely order again.
64,103,1792,109,218,5,Positive,False,,Excellent service!
65,104,1852,117,269,3,Neutral,False,,Delivery was acceptable.
66,107,1643,93,106,2,Negative,True,Wrong Item,Very disappointing experience.
67,108,1633,101,280,5,Positive,False,,Quick delivery and tasty food.
68,110,363,1,164,4,Positive,False,,Excellent service!
69,111,4,19,217,5,Positive,False,,Quick delivery and tasty food.
70,112,441,18,46,5,Positive,False,,Excellent service!
71,114,1507,96,195,4,Positive,False,,Quick delivery and tasty food.
72,117,1614,102,232,4,Positive,False,,Quick delivery and tasty food.
73,119,537,46,171,4,Positive,False,,Excellent service!
74,120,1088,57,125,3,Neutral,False,,Average experience.
75,121,343,27,236,5,Positive,False,,Quick delivery and tasty food.
76,122,1986,104,56,2,Negative,True,Food Quality,Received the wrong order.
77,123,850,62,117,4,Positive,False,,Excellent service!
78,124,1858,107,55,5,Positive,False,,Will definitely order again.
79,125,1224,76,273,4,Positive,False,,Loved the food.
80,128,431,4,31,4,Positive,False,,Will definitely order again.
81,129,936,50,287,2,Negative,True,Packaging Issue,Received the wrong order.
82,130,140,27,236,4,Positive,False,,Loved the food.
83,131,1453,86,109,5,Positive,False,,Quick delivery and tasty food.
84,132,1725,103,226,4,Positive,False,,Will definitely order again.
85,135,1985,118,212,1,Negative,True,Wrong Item,Packaging was damaged.
86,136,1430,80,119,5,Positive,False,,Highly recommended.
87,137,1832,119,151,5,Positive,False,,Highly recommended.
88,139,360,26,170,4,Positive,False,,Quick delivery and tasty food.
89,143,951,65,205,4,Positive,False,,Excellent service!
90,145,1316,77,7,4,Positive,False,,Loved the food.
91,146,1031,56,180,1,Negative,True,Rider Behaviour,Food quality was poor.
92,149,1216,75,97,5,Positive,False,,Loved the food.
93,151,45,12,103,2,Negative,True,Late Delivery,Very disappointing experience.
94,152,1683,100,281,5,Positive,False,,Will definitely order again.
95,154,1132,65,205,3,Neutral,False,,Delivery was acceptable.
96,156,533,43,57,3,Neutral,False,,Could be better.
97,157,1507,91,30,4,Positive,False,,Highly recommended.
98,158,728,41,175,1,Negative,True,Food Quality,Very disappointing experience.
99,160,466,17,254,3,Neutral,False,,Could be better.
100,161,1825,120,136,5,Positive,False,,Will definitely order again.
101,163,1939,120,136,1,Negative,True,Wrong Item,Delivery took too long.
102,164,1718,110,286,4,Positive,False,,Will definitely order again.
103,165,578,46,238,2,Negative,True,Food Quality,Food quality was poor.
104,171,1415,79,285,3,Neutral,False,,Could be better.
105,172,1275,85,204,5,Positive,False,,Quick delivery and tasty food.
106,175,837,67,266,4,Positive,False,,Highly recommended.
107,176,1851,120,184,1,Negative,True,Wrong Item,Delivery took too long.
108,178,1737,109,284,4,Positive,False,,Loved the food.
109,180,1561,100,249,4,Positive,False,,Highly recommended.
110,182,1803,108,2,5,Positive,False,,Highly recommended.
111,183,473,16,69,5,Positive,False,,Highly recommended.
112,184,315,23,264,5,Positive,False,,Quick delivery and tasty food.
113,186,1274,90,109,4,Positive,False,,Will definitely order again.
114,187,439,20,37,5,Positive,False,,Excellent service!
115,188,1358,87,91,4,Positive,False,,Excellent service!
116,189,1606,94,153,5,Positive,False,,Will definitely order again.
117,191,1209,81,18,1,Negative,True,Late Delivery,Received the wrong order.
118,192,953,50,3,4,Positive,False,,Highly recommended.
119,193,255,14,252,5,Positive,False,,Will definitely order again.
120,194,1832,116,2,5,Positive,False,,Highly recommended.
121,201,1560,99,223,4,Positive,False,,Loved the food.
122,203,352,15,282,5,Positive,False,,Quick delivery and tasty food.
123,210,1986,104,218,3,Neutral,False,,Average experience.
124,213,1603,100,281,2,Negative,True,Wrong Item,Very disappointing experience.
125,214,930,72,246,5,Positive,False,,Excellent service!
126,215,626,41,175,4,Positive,False,,Highly recommended.
127,216,1096,52,111,5,Positive,False,,Quick delivery and tasty food.
128,217,1530,98,30,4,Positive,False,,Quick delivery and tasty food.
129,218,1213,74,129,4,Positive,False,,Loved the food.
130,224,1250,86,15,4,Positive,False,,Highly recommended.
131,225,1116,64,277,5,Positive,False,,Will definitely order again.
132,227,1993,106,76,5,Positive,False,,Will definitely order again.
133,228,1350,74,119,2,Negative,True,Rider Behaviour,Received the wrong order.
134,230,1056,53,162,5,Positive,False,,Excellent service!
135,231,1185,50,82,5,Positive,False,,Excellent service!
136,233,1495,80,129,5,Positive,False,,Excellent service!
137,237,628,44,298,4,Positive,False,,Highly recommended.
138,238,1470,90,70,3,Neutral,False,,Nothing special.
139,239,1230,83,143,4,Positive,False,,Loved the food.
140,240,1672,97,153,4,Positive,False,,Highly recommended.
141,243,1942,118,80,4,Positive,False,,Highly recommended.
142,245,1791,112,294,3,Neutral,False,,Delivery was acceptable.
143,250,1082,53,219,5,Positive,False,,Loved the food.
144,251,1126,61,243,3,Neutral,False,,Average experience.
145,253,837,64,124,5,Positive,False,,Quick delivery and tasty food.
146,254,1138,55,253,4,Positive,False,,Quick delivery and tasty food.
147,257,1465,87,247,4,Positive,False,,Excellent service!
148,258,761,36,152,2,Negative,True,Packaging Issue,Food quality was poor.
149,259,1501,102,195,5,Positive,False,,Quick delivery and tasty food.
150,260,1962,109,27,5,Positive,False,,Will definitely order again.
151,263,495,1,26,3,Neutral,False,,Average experience.
152,264,1790,120,136,5,Positive,False,,Will definitely order again.
153,265,275,15,83,5,Positive,False,,Loved the food.
154,266,1430,74,235,3,Neutral,False,,Food was okay.
155,267,1289,86,51,4,Positive,False,,Quick delivery and tasty food.
156,268,269,9,31,5,Positive,False,,Highly recommended.
157,269,439,17,254,5,Positive,False,,Excellent service!
158,270,236,12,66,4,Positive,False,,Will definitely order again.
159,273,1278,90,70,3,Neutral,False,,Nothing special.
160,278,1541,100,24,2,Negative,True,Food Quality,Packaging was damaged.
161,279,677,48,189,4,Positive,False,,Highly recommended.
162,280,939,62,52,4,Positive,False,,Excellent service!
163,282,1804,105,286,5,Positive,False,,Loved the food.
164,284,945,65,243,2,Negative,True,Rider Behaviour,Delivery took too long.
165,285,24,30,278,5,Positive,False,,Quick delivery and tasty food.
166,286,1472,76,122,3,Neutral,False,,Delivery was acceptable.
167,288,36,9,60,5,Positive,False,,Highly recommended.
168,289,1291,76,273,5,Positive,False,,Quick delivery and tasty food.
169,290,162,8,14,5,Positive,False,,Will definitely order again.
170,291,1362,82,65,2,Negative,True,Rider Behaviour,Delivery took too long.
171,292,1932,112,55,3,Neutral,False,,Could be better.
172,293,1488,89,7,4,Positive,False,,Highly recommended.
173,294,1550,98,270,4,Positive,False,,Loved the food.
174,296,1762,118,179,5,Positive,False,,Excellent service!
175,298,1783,118,118,3,Neutral,False,,Could be better.
176,299,1805,108,198,5,Positive,False,,Excellent service!
177,300,1077,50,82,5,Positive,False,,Loved the food.
178,302,1327,79,91,5,Positive,False,,Loved the food.
179,303,700,31,152,4,Positive,False,,Quick delivery and tasty food.
180,305,154,12,165,4,Positive,False,,Will definitely order again.
181,307,1860,107,267,4,Positive,False,,Excellent service!
182,309,1975,103,215,4,Positive,False,,Excellent service!
183,310,967,68,116,4,Positive,False,,Highly recommended.
184,311,1728,103,105,4,Positive,False,,Excellent service!
185,314,488,18,46,2,Negative,True,Food Quality,Food quality was poor.
186,315,1823,117,130,4,Positive,False,,Will definitely order again.
187,316,807,55,75,5,Positive,False,,Loved the food.
188,317,1718,105,146,4,Positive,False,,Will definitely order again.
189,319,1793,120,99,3,Neutral,False,,Nothing special.
190,321,1329,84,129,5,Positive,False,,Excellent service!
191,322,63,3,272,4,Positive,False,,Will definitely order again.
192,324,249,1,231,4,Positive,False,,Highly recommended.
193,326,1596,96,270,5,Positive,False,,Quick delivery and tasty food.
194,329,1569,101,193,4,Positive,False,,Will definitely order again.
195,331,1206,81,292,4,Positive,False,,Quick delivery and tasty food.
196,332,660,42,85,5,Positive,False,,Highly recommended.
197,333,1014,64,124,5,Positive,False,,Will definitely order again.
198,334,1243,85,204,5,Positive,False,,Will definitely order again.
199,335,716,45,113,2,Negative,True,Food Quality,Delivery took too long.
200,336,1383,90,64,4,Positive,False,,Loved the food.
201,337,906,49,268,5,Positive,False,,Excellent service!
202,338,1706,114,130,1,Negative,True,Late Delivery,Received the wrong order.
203,339,574,36,227,5,Positive,False,,Quick delivery and tasty food.
204,340,1139,59,116,5,Positive,False,,Highly recommended.
205,342,781,43,300,5,Positive,False,,Excellent service!
206,343,613,48,57,4,Positive,False,,Excellent service!
207,345,293,6,127,5,Positive,False,,Quick delivery and tasty food.
208,347,1967,119,151,3,Neutral,False,,Could be better.
209,348,1798,107,55,3,Neutral,False,,Food was okay.
210,350,1070,53,162,4,Positive,False,,Loved the food.
211,352,47,4,31,4,Positive,False,,Quick delivery and tasty food.
212,354,1061,52,288,4,Positive,False,,Excellent service!
213,355,1566,94,6,5,Positive,False,,Loved the food.
214,356,1792,109,284,5,Positive,False,,Quick delivery and tasty food.
215,357,1149,72,19,4,Positive,False,,Quick delivery and tasty food.
216,359,290,12,203,3,Neutral,False,,Could be better.
217,360,663,46,171,5,Positive,False,,Quick delivery and tasty food.
218,362,1094,62,52,4,Positive,False,,Will definitely order again.
219,364,1317,80,159,3,Neutral,False,,Food was okay.
220,368,12,4,108,5,Positive,False,,Highly recommended.
221,369,1849,118,17,5,Positive,False,,Will definitely order again.
222,370,767,36,71,4,Positive,False,,Highly recommended.
223,375,80,21,279,4,Positive,False,,Will definitely order again.
224,378,6,6,190,3,Neutral,False,,Food was okay.
225,380,1635,99,16,4,Positive,False,,Loved the food.
226,382,1632,96,232,5,Positive,False,,Highly recommended.
227,383,187,14,170,5,Positive,False,,Will definitely order again.
228,386,723,44,227,4,Positive,False,,Loved the food.
229,387,1620,99,35,2,Negative,True,Late Delivery,Received the wrong order.
230,388,1266,77,159,3,Neutral,False,,Could be better.
231,389,1201,79,285,3,Neutral,False,,Average experience.
232,390,1098,50,289,4,Positive,False,,Quick delivery and tasty food.
233,391,1490,83,122,4,Positive,False,,Excellent service!
234,393,501,37,58,5,Positive,False,,Loved the food.
235,394,145,11,250,4,Positive,False,,Excellent service!
236,397,229,3,279,4,Positive,False,,Quick delivery and tasty food.
237,399,1589,93,153,3,Neutral,False,,Nothing special.
238,402,982,53,205,4,Positive,False,,Highly recommended.
239,403,1783,118,80,5,Positive,False,,Excellent service!
240,406,245,12,199,3,Neutral,False,,Food was okay.
241,408,1867,103,239,5,Positive,False,,Excellent service!
242,409,1895,109,284,5,Positive,False,,Will definitely order again.
243,410,329,29,102,4,Positive,False,,Will definitely order again.
244,411,1949,105,146,4,Positive,False,,Quick delivery and tasty food.
245,412,1868,105,146,4,Positive,False,,Excellent service!
246,413,759,40,150,4,Positive,False,,Quick delivery and tasty food.
247,414,1828,112,267,5,Positive,False,,Loved the food.
248,415,1942,118,80,4,Positive,False,,Loved the food.
249,416,670,44,8,5,Positive,False,,Highly recommended.
250,417,1976,104,284,5,Positive,False,,Quick delivery and tasty food.
251,418,269,9,282,4,Positive,False,,Loved the food.
252,419,1581,101,11,1,Negative,True,Packaging Issue,Delivery took too long.
253,421,877,56,177,4,Positive,False,,Quick delivery and tasty food.
254,422,1581,101,47,5,Positive,False,,Will definitely order again.
255,423,1160,66,144,4,Positive,False,,Will definitely order again.
256,424,673,36,71,5,Positive,False,,Loved the food.
257,432,1867,103,226,4,Positive,False,,Loved the food.
258,434,1762,118,179,2,Negative,True,Rider Behaviour,Received the wrong order.
259,435,1420,85,194,5,Positive,False,,Will definitely order again.
260,436,1409,87,247,5,Positive,False,,Will definitely order again.
261,437,1306,81,18,4,Positive,False,,Loved the food.
262,438,706,47,77,1,Negative,True,Packaging Issue,Very disappointing experience.
263,439,1657,95,153,5,Positive,False,,Excellent service!
264,441,1415,79,274,4,Positive,False,,Highly recommended.
265,444,213,22,254,4,Positive,False,,Quick delivery and tasty food.
266,447,1255,77,159,1,Negative,True,Late Delivery,Delivery took too long.
267,450,1732,104,27,3,Neutral,False,,Delivery was acceptable.
268,451,1601,100,126,3,Neutral,False,,Could be better.
269,452,1643,97,101,4,Positive,False,,Quick delivery and tasty food.
270,454,995,49,125,5,Positive,False,,Excellent service!
271,455,1445,83,273,4,Positive,False,,Excellent service!
272,456,622,44,227,5,Positive,False,,Will definitely order again.
273,457,1640,100,281,3,Neutral,False,,Average experience.
274,459,777,41,110,5,Positive,False,,Loved the food.
275,462,780,41,171,5,Positive,False,,Loved the food.
276,463,853,50,224,5,Positive,False,,Loved the food.
277,464,1006,52,147,5,Positive,False,,Quick delivery and tasty food.
278,465,1138,52,128,5,Positive,False,,Will definitely order again.
279,466,1269,78,172,4,Positive,False,,Highly recommended.
280,468,264,12,199,4,Positive,False,,Loved the food.
281,469,381,20,140,5,Positive,False,,Will definitely order again.
282,470,1815,120,136,4,Positive,False,,Highly recommended.
283,471,60,15,108,5,Positive,False,,Excellent service!
284,472,934,68,36,4,Positive,False,,Loved the food.
285,474,1528,95,48,4,Positive,False,,Excellent service!
286,475,621,37,58,5,Positive,False,,Loved the food.
287,476,1754,114,167,2,Negative,True,Food Quality,Very disappointing experience.
288,477,245,12,260,5,Positive,False,,Loved the food.
289,478,587,43,57,4,Positive,False,,Quick delivery and tasty food.
290,480,560,43,185,5,Positive,False,,Excellent service!
291,481,263,29,79,4,Positive,False,,Quick delivery and tasty food.
292,487,1052,50,287,4,Positive,False,,Quick delivery and tasty food.
293,490,75,30,262,5,Positive,False,,Excellent service!
294,491,1365,81,18,4,Positive,False,,Loved the food.
295,492,578,41,58,3,Neutral,False,,Average experience.
296,493,1102,62,117,3,Neutral,False,,Delivery was acceptable.
297,495,1474,76,138,5,Positive,False,,Quick delivery and tasty food.
298,496,1656,102,270,5,Positive,False,,Excellent service!
299,498,232,11,9,4,Positive,False,,Will definitely order again.
300,499,121,23,163,5,Positive,False,,Loved the food.
301,501,515,41,171,4,Positive,False,,Excellent service!
302,502,288,27,4,5,Positive,False,,Will definitely order again.
303,506,38,9,108,1,Negative,True,Food Quality,Delivery took too long.
304,507,1892,105,146,5,Positive,False,,Will definitely order again.
305,508,815,68,84,5,Positive,False,,Quick delivery and tasty food.
306,510,1250,86,51,5,Positive,False,,Will definitely order again.
307,511,1261,74,235,4,Positive,False,,Highly recommended.
308,515,531,34,85,4,Positive,False,,Will definitely order again.
309,517,338,9,67,4,Positive,False,,Loved the food.
310,518,1791,111,55,3,Neutral,False,,Average experience.
311,519,956,50,192,5,Positive,False,,Excellent service!
312,521,448,22,213,4,Positive,False,,Highly recommended.
313,522,1027,62,117,5,Positive,False,,Will definitely order again.
314,523,88,9,60,4,Positive,False,,Quick delivery and tasty food.
315,527,932,66,84,4,Positive,False,,Will definitely order again.
316,530,209,13,201,3,Neutral,False,,Food was okay.
317,531,1091,65,283,1,Negative,True,Food Quality,Received the wrong order.
318,535,606,43,25,4,Positive,False,,Highly recommended.
319,538,1354,84,235,4,Positive,False,,Loved the food.
320,539,786,37,41,5,Positive,False,,Quick delivery and tasty food.
321,541,913,57,125,3,Neutral,False,,Average experience.
322,542,1939,120,136,4,Positive,False,,Loved the food.
323,543,642,48,300,4,Positive,False,,Quick delivery and tasty food.
324,544,298,12,165,5,Positive,False,,Excellent service!
325,546,715,43,25,4,Positive,False,,Excellent service!
326,547,570,39,214,2,Negative,True,Packaging Issue,Received the wrong order.
327,549,930,72,142,2,Negative,True,Packaging Issue,Very disappointing experience.
328,553,1984,116,183,5,Positive,False,,Will definitely order again.
329,555,33,12,260,5,Positive,False,,Quick delivery and tasty food.
330,559,919,65,243,5,Positive,False,,Highly recommended.
331,568,112,28,278,5,Positive,False,,Loved the food.
332,569,307,28,121,5,Positive,False,,Loved the food.
333,570,945,53,205,4,Positive,False,,Loved the food.
334,573,318,11,213,1,Negative,True,Rider Behaviour,Received the wrong order.
335,576,327,15,34,5,Positive,False,,Will definitely order again.
336,578,726,46,110,5,Positive,False,,Loved the food.
337,579,1438,75,97,5,Positive,False,,Highly recommended.
338,582,1732,109,56,5,Positive,False,,Highly recommended.
339,583,359,21,217,4,Positive,False,,Excellent service!
340,586,1614,98,156,2,Negative,True,Wrong Item,Delivery took too long.
341,591,1181,57,107,5,Positive,False,,Will definitely order again.
342,592,1340,73,161,4,Positive,False,,Quick delivery and tasty food.
343,593,519,48,300,1,Negative,True,Food Quality,Delivery took too long.
344,595,455,4,67,4,Positive,False,,Will definitely order again.
345,597,396,14,278,2,Negative,True,Packaging Issue,Received the wrong order.
346,598,617,35,113,5,Positive,False,,Highly recommended.
347,599,1754,106,76,5,Positive,False,,Will definitely order again.
348,601,1558,102,156,4,Positive,False,,Quick delivery and tasty food.
349,602,414,29,158,4,Positive,False,,Loved the food.
350,603,96,18,102,1,Negative,True,Late Delivery,Packaging was damaged.
351,604,1536,93,6,4,Positive,False,,Quick delivery and tasty food.
352,606,709,48,189,5,Positive,False,,Will definitely order again.
353,607,694,48,256,4,Positive,False,,Loved the food.
354,610,587,48,57,1,Negative,True,Packaging Issue,Delivery took too long.
355,613,1799,109,27,3,Neutral,False,,Average experience.
356,615,322,9,67,4,Positive,False,,Excellent service!
357,616,855,56,125,5,Positive,False,,Will definitely order again.
358,617,1204,87,296,5,Positive,False,,Quick delivery and tasty food.
359,619,575,34,54,4,Positive,False,,Loved the food.
360,620,1059,62,19,5,Positive,False,,Quick delivery and tasty food.
361,625,159,18,209,4,Positive,False,,Excellent service!
362,626,516,41,38,5,Positive,False,,Highly recommended.
363,629,1029,70,29,1,Negative,True,Packaging Issue,Food quality was poor.
364,630,925,50,287,2,Negative,True,Rider Behaviour,Food quality was poor.
365,632,1385,85,194,4,Positive,False,,Loved the food.
366,635,152,15,108,3,Neutral,False,,Average experience.
367,638,834,65,162,5,Positive,False,,Excellent service!
368,640,1245,85,194,4,Positive,False,,Loved the food.
369,646,1937,118,233,5,Positive,False,,Highly recommended.
370,647,1965,112,294,5,Positive,False,,Quick delivery and tasty food.
371,648,1691,94,6,3,Neutral,False,,Delivery was acceptable.
372,651,545,31,132,5,Positive,False,,Excellent service!
373,653,635,41,38,5,Positive,False,,Highly recommended.
374,656,1691,95,94,2,Negative,True,Packaging Issue,Delivery took too long.
375,657,886,52,75,5,Positive,False,,Will definitely order again.
376,661,1828,112,294,5,Positive,False,,Will definitely order again.
377,662,1093,50,289,3,Neutral,False,,Nothing special.
378,663,848,61,243,5,Positive,False,,Loved the food.
379,665,447,30,262,4,Positive,False,,Highly recommended.
380,668,269,4,34,4,Positive,False,,Quick delivery and tasty food.
381,669,732,32,291,4,Positive,False,,Will definitely order again.
382,670,591,48,57,5,Positive,False,,Loved the food.
383,674,1956,120,184,4,Positive,False,,Quick delivery and tasty food.
384,678,794,43,256,5,Positive,False,,Loved the food.
385,679,638,46,175,5,Positive,False,,Will definitely order again.
386,681,871,60,131,3,Neutral,False,,Nothing special.
387,683,840,52,147,4,Positive,False,,Excellent service!
388,685,1948,120,184,5,Positive,False,,Excellent service!
389,688,1031,49,125,5,Positive,False,,Excellent service!
390,691,143,20,37,5,Positive,False,,Quick delivery and tasty food.
391,693,1327,79,247,4,Positive,False,,Will definitely order again.
392,694,1326,82,143,5,Positive,False,,Excellent service!
393,695,1618,100,126,4,Positive,False,,Highly recommended.
394,697,1586,101,50,3,Neutral,False,,Average experience.
395,699,905,59,84,4,Positive,False,,Excellent service!
396,702,490,2,272,5,Positive,False,,Highly recommended.
397,703,743,42,21,1,Negative,True,Food Quality,Food quality was poor.
398,704,1559,99,35,5,Positive,False,,Will definitely order again.
399,706,221,12,199,3,Neutral,False,,Delivery was acceptable.
400,707,106,6,174,4,Positive,False,,Highly recommended.
401,708,1662,97,157,5,Positive,False,,Quick delivery and tasty food.
402,709,433,7,96,5,Positive,False,,Loved the food.
403,711,1640,100,281,4,Positive,False,,Quick delivery and tasty food.
404,712,783,42,54,5,Positive,False,,Highly recommended.
405,713,672,46,58,3,Neutral,False,,Nothing special.
406,715,1522,93,157,5,Positive,False,,Loved the food.
407,716,1171,52,147,5,Positive,False,,Will definitely order again.
408,717,1190,61,205,5,Positive,False,,Loved the food.
409,720,1992,104,155,1,Negative,True,Food Quality,Food quality was poor.
410,724,1191,52,72,5,Positive,False,,Highly recommended.
411,727,189,29,44,5,Positive,False,,Will definitely order again.
412,729,1687,99,200,4,Positive,False,,Loved the food.
413,731,421,10,44,5,Positive,False,,Excellent service!
414,735,1069,66,36,4,Positive,False,,Quick delivery and tasty food.
415,737,1240,90,64,4,Positive,False,,Quick delivery and tasty food.
416,741,977,56,177,5,Positive,False,,Excellent service!
417,742,108,12,203,5,Positive,False,,Loved the food.
418,744,1241,87,274,5,Positive,False,,Highly recommended.
419,745,930,62,166,4,Positive,False,,Excellent service!
420,746,157,26,271,1,Negative,True,Wrong Item,Received the wrong order.
421,747,830,64,32,5,Positive,False,,Loved the food.
422,748,1501,102,232,4,Positive,False,,Loved the food.
423,753,223,11,182,3,Neutral,False,,Could be better.
424,754,451,29,191,4,Positive,False,,Quick delivery and tasty food.
425,759,889,63,266,3,Neutral,False,,Could be better.
426,761,1530,91,176,5,Positive,False,,Highly recommended.
427,763,1310,83,188,3,Neutral,False,,Could be better.
428,765,472,1,95,5,Positive,False,,Will definitely order again.
429,768,1935,107,28,4,Positive,False,,Highly recommended.
430,770,1958,104,284,5,Positive,False,,Loved the food.
431,771,1721,109,27,3,Neutral,False,,Nothing special.
432,772,433,27,236,4,Positive,False,,Excellent service!
433,773,814,71,180,4,Positive,False,,Highly recommended.
434,774,1641,97,6,2,Negative,True,Late Delivery,Packaging was damaged.
435,775,177,29,93,5,Positive,False,,Quick delivery and tasty food.
436,777,1140,64,277,5,Positive,False,,Will definitely order again.
437,779,1413,79,276,3,Neutral,False,,Food was okay.
438,780,1434,75,97,4,Positive,False,,Loved the food.
439,782,999,52,72,3,Neutral,False,,Could be better.
440,783,643,45,77,5,Positive,False,,Highly recommended.
441,784,74,15,67,5,Positive,False,,Loved the food.
442,786,264,12,178,4,Positive,False,,Will definitely order again.
443,787,1117,60,210,5,Positive,False,,Loved the food.
444,788,1358,79,247,4,Positive,False,,Will definitely order again.
445,791,18,27,4,3,Neutral,False,,Could be better.
446,792,1666,95,101,4,Positive,False,,Loved the food.
447,793,1559,99,223,4,Positive,False,,Loved the food.
448,794,1047,72,117,4,Positive,False,,Excellent service!
449,797,190,21,272,3,Neutral,False,,Food was okay.
450,798,801,68,202,5,Positive,False,,Will definitely order again.
451,799,661,42,21,2,Negative,True,Late Delivery,Packaging was damaged.
452,800,1180,63,81,4,Positive,False,,Quick delivery and tasty food.
453,801,1928,118,118,5,Positive,False,,Will definitely order again.
454,802,1330,83,273,2,Negative,True,Rider Behaviour,Packaging was damaged.
455,803,1144,50,3,4,Positive,False,,Loved the food.
456,805,1791,107,275,4,Positive,False,,Loved the food.
457,808,768,44,22,5,Positive,False,,Highly recommended.
458,810,785,34,42,4,Positive,False,,Highly recommended.
459,814,581,37,238,4,Positive,False,,Excellent service!
460,816,849,49,268,4,Positive,False,,Highly recommended.
461,817,875,49,125,4,Positive,False,,Highly recommended.
462,819,932,66,84,5,Positive,False,,Highly recommended.
463,820,116,8,244,5,Positive,False,,Highly recommended.
464,822,1802,120,184,5,Positive,False,,Excellent service!
465,824,1146,50,289,3,Neutral,False,,Could be better.
466,826,945,65,205,4,Positive,False,,Loved the food.
467,827,555,31,49,4,Positive,False,,Loved the food.
468,829,1637,100,24,4,Positive,False,,Highly recommended.
469,830,1462,83,10,5,Positive,False,,Loved the food.
470,832,1892,110,286,5,Positive,False,,Quick delivery and tasty food.
471,833,980,62,142,4,Positive,False,,Highly recommended.
472,834,1805,115,198,5,Positive,False,,Loved the food.
473,835,906,56,131,5,Positive,False,,Loved the food.
474,840,1944,103,239,2,Negative,True,Rider Behaviour,Received the wrong order.
475,841,724,32,78,5,Positive,False,,Loved the food.
476,843,1597,98,53,5,Positive,False,,Loved the food.
477,844,458,17,182,5,Positive,False,,Highly recommended.
478,846,1450,81,292,5,Positive,False,,Will definitely order again.
479,847,1644,101,5,5,Positive,False,,Excellent service!
