menu_item_id,restaurant_id,item_name,item_type,is_veg,unit_price,is_available
133,5,Ghee Roast,Main Course,True,273,True
134,5,Vegetable Kurma,Main Course,True,263,True
135,5,Curd Rice,Main Course,True,205,True
136,5,Kesari Bath,Dessert,True,136,True
137,5,Mini Idli,Starter,True,88,True
138,6,BBQ Chicken Pizza,Main Course,False,409,True
139,6,Choco Lava Muffin,Dessert,True,210,True
140,6,Garlic Bread,Starter,True,203,True
141,6,Mexican Green Wave,Main Course,True,401,True
142,6,Mexican Chicken Pizza,Main Course,False,427,True
143,6,Chocolate Milkshake,Beverage,True,94,True
144,6,Potato Wedges,Starter,True,152,True
145,6,Pepperoni Pizza,Main Course,False,428,True
146,6,Fresh Lime Soda,Beverage,True,102,True
147,6,Corn Cheese Pizza,Main Course,True,350,True
148,6,Veg Supreme Pizza,Main Course,True,517,True
149,6,Stuffed Garlic Bread,Starter,True,186,True
150,6,Pepsi,Beverage,True,124,True
151,6,Mineral Water,Beverage,True,92,True
152,6,Farmhouse Pizza,Main Course,True,417,True
153,6,Vanilla Shake,Beverage,True,133,True
154,6,Coca Cola,Beverage,True,102,True
155,6,Chicken Tikka Pizza,Main Course,False,293,True
156,6,Spicy Paneer Pizza,Main Course,True,534,True
157,6,Margherita Pizza,Main Course,True,261,True
158,6,Paneer Tikka Pizza,Main Course,True,344,True
159,6,Chicken Dominator,Main Course,False,502,True
160,6,Cold Coffee,Beverage,True,94,True
161,6,Veg Extravaganza Pizza,Main Course,True,464,True
162,7,Peri Peri Fries,Starter,True,112,True
163,7,Red Velvet Pastry,Dessert,True,142,True
164,7,French Fries,Starter,True,188,True
165,7,Fruit Tart,Dessert,True,218,True
166,7,Garlic Bread,Starter,True,204,True
167,7,Hot Chocolate,Beverage,True,129,True
168,7,Mineral Water,Beverage,True,116,True
169,7,Veg Wrap,Main Course,True,292,True
170,7,Hazelnut Latte,Beverage,True,161,True
171,7,Donut,Dessert,True,203,True
172,7,Lemon Iced Tea,Beverage,True,211,True
173,7,Cappuccino,Beverage,True,185,True
174,7,Espresso,Beverage,True,240,True
175,7,Chocolate Croissant,Dessert,True,138,True
176,7,Chicken Quesadilla,Main Course,False,279,True
177,7,Cold Coffee,Beverage,True,239,True
178,7,Chicken Club Sandwich,Main Course,False,255,True
179,7,Flat White,Beverage,True,108,True
180,7,Fresh Lime Soda,Beverage,True,127,True
181,8,Rasmalai,Dessert,True,134,True
182,8,Paneer Tikka,Starter,True,211,True
183,8,Mutton Rogan Josh,Main Course,False,289,True
184,8,Bhindi Masala,Main Course,True,471,True
185,8,Kadhai Paneer,Main Course,True,401,True
186,8,Paneer Butter Masala,Main Course,True,386,True
187,8,Rumali Roti,Starter,True,170,True
188,8,Aam Panna,Beverage,True,139,True
189,8,Dal Makhani,Main Course,True,238,True
190,8,Lemon Soda,Beverage,True,88,True
191,8,Amritsari Chole,Main Course,True,345,True
192,8,Chicken Korma,Main Course,False,392,True
193,8,Paneer Lababdar,Main Course,True,360,True
194,8,Mango Lassi,Beverage,True,175,True
195,8,Methi Malai Matar,Main Course,True,277,True
196,8,Butter Chicken,Main Course,False,367,True
197,8,Dal Tadka,Main Course,True,220,True
198,8,Veg Kolhapuri,Main Course,True,409,True
199,8,Chole Masala,Main Course,True,410,True
200,8,Chicken Biryani,Main Course,False,336,True
201,8,Chicken Seekh Kebab,Starter,False,213,True
202,8,Shahi Paneer,Main Course,True,277,True
203,8,Palak Paneer,Main Course,True,263,True
204,8,Tandoori Roti,Starter,True,140,True
205,8,Kofta Curry,Main Course,True,368,True
206,8,Aloo Gobi,Main Course,True,299,True
207,8,Rajma Masala,Main Course,True,432,True
208,8,Achari Paneer,Main Course,True,422,True
209,8,Butter Naan,Starter,True,99,True
210,8,Lassi,Beverage,True,96,True
211,8,Tandoori Chicken,Starter,False,128,True
212,8,Jeera Rice,Main Course,True,233,True
213,9,Chicken Nuggets,Starter,False,153,True
214,9,Chocolate Sundae,Dessert,True,116,True
215,9,Veg Taco,Main Course,True,284,True
216,9,Milkshake,Beverage,True,122,True
217,9,Loaded Fries,Starter,True,122,True
218,9,Chicken Wrap,Main Course,False,296,True
219,9,Onion Rings,Starter,True,102,True
220,9,Chicken Burger,Main Course,False,185,True
221,9,Double Patty Burger,Main Course,False,174,True
222,9,Pepsi,Beverage,True,55,True
223,9,Veg Nuggets,Starter,True,171,True
224,9,French Fries,Starter,True,158,True
225,9,Chicken Taco,Main Course,False,186,True
226,9,Cold Coffee,Beverage,True,74,True
227,9,Coca Cola,Beverage,True,115,True
228,9,Peri Peri Fries,Starter,True,99,True
229,9,Veg Wrap,Main Course,True,195,True
230,9,Soft Serve,Dessert,True,119,True
231,9,Veg Sandwich,Main Course,True,248,True
232,9,Chicken Sandwich,Main Course,False,144,True
233,9,Grilled Sandwich,Main Course,True,258,True
234,9,Cheese Corn Sandwich,Main Course,True,172,True
235,9,Cheese Burger,Main Course,True,257,True
236,9,Garlic Bread,Starter,True,154,True
237,9,Brownie,Dessert,True,107,True
238,9,Sprite,Beverage,True,98,True
239,10,Bruschetta,Starter,True,456,True
240,10,Espresso,Beverage,True,348,True
241,10,Chocolate Fondant,Dessert,True,304,True
242,10,Stuffed Zucchini,Starter,True,315,True
243,10,Fresh Pineapple Juice,Beverage,True,194,True
244,10,Garlic Prawns,Starter,False,352,True
245,10,Signature Mocktail,Beverage,True,285,True
246,10,Raspberry Tart,Dessert,True,411,True
247,10,Chicken Stroganoff,Main Course,False,801,True
248,10,Tomato Basil Soup,Starter,True,475,True
249,10,Grilled Cottage Cheese,Main Course,True,843,True
250,10,Fresh Watermelon Juice,Beverage,True,169,True
251,10,Iced Tea,Beverage,True,217,True
252,10,Stuffed Bell Peppers,Main Course,True,887,True
253,10,Cream of Mushroom Soup,Starter,True,535,True
254,10,Beef Wellington Style Mushroom Pie,Main Course,True,884,True
255,10,Crème Brûlée,Dessert,True,310,True
256,10,Paneer Steak,Main Course,True,857,True
257,10,Avocado Bruschetta,Starter,True,498,True
258,10,Herb Roasted Chicken,Main Course,False,715,True
259,10,Grilled Vegetables,Main Course,True,884,True
260,10,Macarons,Dessert,True,249,True
261,10,Duck Confit,Main Course,False,796,True
262,10,Steak with Pepper Sauce,Main Course,False,655,True
263,10,Cappuccino,Beverage,True,170,True
264,10,Belgian Chocolate Cake,Dessert,True,300,True
265,10,Panna Cotta,Dessert,True,352,True
266,10,Virgin Mojito,Beverage,True,148,True
267,10,Herb Rice,Main Course,True,937,True
268,10,Caesar Salad,Starter,True,387,True
269,10,Stuffed Mushrooms,Starter,True,433,True
270,10,Opera Cake,Dessert,True,364,True
271,10,Grilled Sea Bass,Main Course,False,879,True
272,10,Tiramisu,Dessert,True,236,True
273,10,Spinach Ravioli,Main Course,True,889,True
274,10,Greek Salad,Starter,True,318,True
275,10,Lemon Tart,Dessert,True,253,True
276,10,Chicken Lasagna,Main Course,False,811,True
277,10,Fresh Orange Juice,Beverage,True,172,True
278,10,Lamb Chops,Main Course,False,754,True
279,10,Vegetable Lasagna,Main Course,True,675,True
280,10,Ratatouille,Main Course,True,784,True
281,10,Smoked Chicken Bites,Starter,False,292,True
282,10,Mushroom Risotto,Main Course,True,789,True
283,10,Prawn Tempura,Starter,False,360,True
284,10,Cheese Platter,Starter,True,498,True
285,10,Truffle Pasta,Main Course,True,700,True
286,10,Latte,Beverage,True,302,True
287,10,Grilled Salmon,Main Course,False,885,True
288,10,Seafood Risotto,Main Course,False,644,True
289,11,Lemon Rice,Main Course,True,145,True
290,11,Mangalore Buns,Starter,True,95,True
291,11,Elaneer Payasam,Dessert,True,80,True
292,11,Rasam,Starter,True,67,True
293,11,Onion Dosa,Main Course,True,232,True
294,11,Badam Milk,Beverage,True,91,True
295,11,Mango Lassi,Beverage,True,118,True
296,11,Idli,Main Course,True,166,True
297,11,Fresh Lime Juice,Beverage,True,95,True
298,11,Vegetable Upma,Main Course,True,133,True
299,11,Coconut Rice,Main Course,True,147,True
300,11,Podi Idli,Starter,True,146,True
301,11,Plain Dosa,Main Course,True,197,True
302,11,Tomato Rice,Main Course,True,249,True
303,11,Payasam,Dessert,True,105,True
304,11,Curd Rice,Main Course,True,133,True
305,11,Medu Vada,Starter,True,118,True
306,11,Vegetable Kurma,Main Course,True,175,True
307,11,Masala Dosa,Main Course,True,234,True
308,11,Plain Uttapam,Main Course,True,126,True
309,11,Akki Roti,Main Course,True,122,True
310,11,Sambar Vada,Starter,True,82,True
311,11,Buttermilk,Beverage,True,57,True
312,11,Onion Uttapam,Main Course,True,157,True
313,11,Kesari Bath,Dessert,True,178,True
314,11,Neer Dosa,Main Course,True,234,True
315,11,Filter Coffee,Beverage,True,54,True
316,11,Appam,Main Course,True,238,True
317,11,Poori Bhaji,Main Course,True,147,True
318,12,Vanilla Shake,Beverage,True,115,True
319,12,Garlic Bread,Starter,True,178,True
320,12,Potato Wedges,Starter,True,228,True
321,12,Chicken Dominator,Main Course,False,478,True
322,12,Veg Pasta,Main Course,True,538,True
323,12,Chicken Sausage Pizza,Main Course,False,399,True
324,12,Chocolate Lava Cake,Dessert,True,140,True
325,12,Cheese Burst Pizza,Main Course,True,447,True
326,12,Cold Coffee,Beverage,True,129,True
327,12,Strawberry Shake,Beverage,True,63,True
328,12,Margherita Pizza,Main Course,True,344,True
329,12,Choco Lava Muffin,Dessert,True,143,True
330,12,Pepperoni Pizza,Main Course,False,386,True
331,12,Farmhouse Pizza,Main Course,True,496,True
332,12,Mexican Green Wave,Main Course,True,492,True
333,12,Coca Cola,Beverage,True,90,True
334,12,Mineral Water,Beverage,True,99,True
335,12,Chicken Pasta,Main Course,False,478,True
336,12,Pepsi,Beverage,True,95,True
337,12,Spicy Paneer Pizza,Main Course,True,472,True
338,12,BBQ Chicken Pizza,Main Course,False,255,True
339,12,Veg Supreme Pizza,Main Course,True,469,True
340,13,Rajma Masala,Main Course,True,257,True
341,13,Masala Chaas,Beverage,True,143,True
342,13,Veg Seekh Kebab,Starter,True,174,True
343,13,Masala Papad,Starter,True,128,True
344,13,Chicken Tikka,Starter,False,148,True
345,13,Lassi,Beverage,True,111,True
346,13,Paneer Tikka,Starter,True,157,True
347,13,Tandoori Chicken,Starter,False,196,True
348,13,Kheer,Dessert,True,209,True
349,13,Garlic Naan,Starter,True,216,True
350,13,Dal Tadka,Main Course,True,295,True
351,13,Shahi Paneer,Main Course,True,254,True
352,13,Mutton Rogan Josh,Main Course,False,220,True
353,13,Aloo Gobi,Main Course,True,279,True
354,13,Bhindi Masala,Main Course,True,448,True
355,13,Chicken Korma,Main Course,False,432,True
356,13,Fish Curry,Main Course,False,384,True
357,13,Kofta Curry,Main Course,True,224,True
358,13,Dal Makhani,Main Course,True,297,True
359,13,Malai Kofta,Main Course,True,281,True
360,13,Chicken Biryani,Main Course,False,351,True
361,13,Kulfi,Dessert,True,178,True
362,13,Amritsari Chole,Main Course,True,456,True
363,13,Paneer Bhurji,Main Course,True,261,True
364,13,Mutton Keema,Main Course,False,308,True
365,13,Paneer Biryani,Main Course,True,323,True
366,13,Chicken Seekh Kebab,Starter,False,93,True
367,13,Paneer Butter Masala,Main Course,True,398,True
368,13,Achari Paneer,Main Course,True,344,True
369,13,Veg Pulao,Main Course,True,242,True
370,13,Tandoori Roti,Starter,True,142,True
371,13,Lemon Soda,Beverage,True,102,True
372,13,Rumali Roti,Starter,True,183,True
373,14,Veg Bao,Starter,True,278,True
374,14,Sesame Balls,Dessert,True,278,True
375,14,Kung Pao Chicken,Main Course,False,446,True
376,14,Chicken Momos,Starter,False,202,True
377,14,Veg Momos,Starter,True,188,True
378,14,Spring Rolls,Starter,True,211,True
379,14,Paneer Chilli,Starter,True,190,True
380,14,Singapore Noodles,Main Course,True,322,True
381,14,Garlic Noodles,Main Course,True,425,True
382,14,Chicken Spring Rolls,Starter,False,169,True
383,14,Sweet Corn Soup,Starter,True,251,True
384,14,Jasmine Tea,Beverage,True,199,True
385,14,Dim Sums,Starter,True,204,True
386,14,Veg Triple Rice,Main Course,True,407,True
387,14,Chicken Fried Wonton,Starter,False,185,True
388,14,Hot and Sour Soup,Starter,True,216,True
389,14,Brownie,Dessert,True,246,True
390,14,Lemon Soda,Beverage,True,124,True
391,14,Dragon Chicken,Main Course,False,372,True
392,14,American Chopsuey,Main Course,True,415,True
393,14,Chicken Chilli,Starter,False,338,True
394,14,Chicken Fried Rice,Main Course,False,368,True
395,14,Crispy Corn,Starter,True,299,True
396,14,Hakka Noodles,Main Course,True,368,True
397,14,Veg Shanghai Rice,Main Course,True,311,True
398,14,Honey Chilli Potato,Starter,True,285,True
399,14,Chocolate Mousse,Dessert,True,274,True
400,14,Chicken Hakka Noodles,Main Course,False,321,True
401,14,Chicken Shanghai Rice,Main Course,False,406,True
402,14,Veg Fried Rice,Main Course,True,389,True
403,14,Chicken Triple Rice,Main Course,False,281,True
404,15,Hyderabadi Chicken Biryani,Main Course,False,356,True
405,15,Chicken 65,Starter,False,156,True
406,15,Double Ka Meetha,Dessert,True,115,True
407,15,Chicken Kebab,Starter,False,134,True
408,15,Gulab Jamun,Dessert,True,152,True
409,15,Mutton Biryani,Main Course,False,463,True
410,15,Boiled Egg,Starter,False,124,True
411,15,Mineral Water,Beverage,True,139,True
412,15,Veg Hyderabadi Biryani,Main Course,True,294,True
413,15,Chicken Fry Piece Biryani,Main Course,False,429,True
414,15,Veg Dum Biryani,Main Course,True,236,True
415,15,Paneer Biryani,Main Course,True,347,True
416,15,Egg Biryani,Main Course,False,470,True
417,15,Lassi,Beverage,True,100,True
418,15,Mint Lemonade,Beverage,True,103,True
419,15,Apricot Delight,Dessert,True,113,True
420,15,Fish Biryani,Main Course,False,244,True
421,15,Prawns Biryani,Main Course,False,399,True
422,16,Prawns Biryani,Main Course,False,326,True
423,16,Hyderabadi Chicken Biryani,Main Course,False,490,True
424,16,Gulab Jamun,Dessert,True,153,True
425,16,Raita,Starter,True,192,True
426,16,Mutton Biryani,Main Course,False,472,True
427,16,Paneer 65,Starter,True,153,True
428,16,Fish Biryani,Main Course,False,308,True
429,16,Chicken 65,Starter,False,130,True
430,16,Chicken Kebab,Starter,False,230,True
431,16,Mineral Water,Beverage,True,125,True
432,16,Fruit Custard,Dessert,True,202,True
433,16,Mushroom Biryani,Main Course,True,432,True
434,16,Boiled Egg,Starter,False,277,True
435,16,Double Ka Meetha,Dessert,True,238,True
436,16,Rose Milk,Beverage,True,113,True
437,16,Egg Biryani,Main Course,False,456,True
438,16,Buttermilk,Beverage,True,65,True
439,16,Jeera Rice,Main Course,True,356,True
440,16,Apricot Delight,Dessert,True,250,True
441,16,Veg Dum Biryani,Main Course,True,455,True
442,16,Veg Kebab,Starter,True,170,True
443,17,Truffle Pasta,Main Course,True,935,True
444,17,Grilled Cottage Cheese,Main Course,True,744,True
445,17,Caesar Salad,Starter,True,368,True
446,17,Bruschetta,Starter,True,269,True
447,17,Stuffed Zucchini,Starter,True,510,True
448,17,Tomato Basil Soup,Starter,True,542,True
449,17,Herb Grilled Vegetables,Starter,True,505,True
450,17,Prawn Tempura,Starter,False,471,True
451,17,Cappuccino,Beverage,True,256,True
452,17,Herb Roasted Chicken,Main Course,False,775,True
453,17,Stuffed Bell Peppers,Main Course,True,602,True
454,17,Grilled Sea Bass,Main Course,False,904,True
455,17,Garlic Bread,Starter,True,529,True
456,17,Chicken Stroganoff,Main Course,False,630,True
457,17,Spinach Croquettes,Starter,True,451,True
458,17,Pesto Pasta,Main Course,True,707,True
459,17,Opera Cake,Dessert,True,339,True
460,17,Roasted Bell Peppers,Starter,True,308,True
461,17,Latte,Beverage,True,334,True
462,17,Lemon Tart,Dessert,True,347,True
463,17,Chocolate Fondant,Dessert,True,443,True
464,17,Panna Cotta,Dessert,True,428,True
465,17,Smoked Chicken Bites,Starter,False,364,True
466,17,Cheesecake,Dessert,True,428,True
467,17,Sparkling Water,Beverage,True,133,True
468,17,Mushroom Risotto,Main Course,True,558,True
469,17,Crème Brûlée,Dessert,True,259,True
470,17,Steak with Pepper Sauce,Main Course,False,786,True
471,17,Cream of Mushroom Soup,Starter,True,530,True
472,17,Chicken Caesar Salad,Starter,False,450,True
473,17,Vegetable Lasagna,Main Course,True,795,True
474,17,Herb Rice,Main Course,True,827,True
475,17,Spinach Ravioli,Main Course,True,784,True
476,17,Stuffed Mushrooms,Starter,True,253,True
477,17,Fresh Pineapple Juice,Beverage,True,273,True
478,17,Macarons,Dessert,True,405,True
479,17,Seafood Risotto,Main Course,False,578,True
480,17,Fresh Watermelon Juice,Beverage,True,228,True
481,17,Ratatouille,Main Course,True,647,True
482,17,Belgian Chocolate Cake,Dessert,True,434,True
483,17,Signature Mocktail,Beverage,True,156,True
484,17,Beef Wellington Style Mushroom Pie,Main Course,True,624,True
485,17,Chicken Lasagna,Main Course,False,875,True
486,17,Chocolate Mousse,Dessert,True,365,True
487,18,Rajma Masala,Main Course,True,465,True
488,18,Hara Bhara Kebab,Starter,True,148,True
489,18,Butter Naan,Starter,True,135,True
490,18,Mutton Keema,Main Course,False,469,True
491,18,Rasmalai,Dessert,True,125,True
492,18,Mango Lassi,Beverage,True,130,True
493,18,Veg Kolhapuri,Main Course,True,420,True
494,18,Garlic Naan,Starter,True,152,True
495,18,Lassi,Beverage,True,89,True
496,18,Paneer Bhurji,Main Course,True,236,True
497,18,Tandoori Chicken,Starter,False,208,True
498,18,Gulab Jamun,Dessert,True,150,True
499,18,Chicken Curry,Main Course,False,323,True
500,18,Mutton Rogan Josh,Main Course,False,261,True
501,18,Kofta Curry,Main Course,True,244,True
502,18,Dal Makhani,Main Course,True,258,True
503,18,Kadhai Paneer,Main Course,True,350,True
504,18,Paneer Butter Masala,Main Course,True,448,True
505,18,Jeera Rice,Main Course,True,327,True
506,18,Masala Chaas,Beverage,True,151,True
507,18,Paneer Biryani,Main Course,True,231,True
508,18,Rumali Roti,Starter,True,98,True
509,18,Chicken Korma,Main Course,False,320,True
510,18,Kheer,Dessert,True,133,True
511,18,Aloo Gobi,Main Course,True,236,True
512,18,Shahi Paneer,Main Course,True,276,True
513,18,Achari Paneer,Main Course,True,231,True
514,18,Jaljeera,Beverage,True,111,True
515,18,Chicken Biryani,Main Course,False,299,True
516,18,Methi Malai Matar,Main Course,True,435,True
517,18,Butter Chicken,Main Course,False,368,True
518,19,Egg Biryani,Main Course,False,434,True
519,19,Veg Hyderabadi Biryani,Main Course,True,301,True
520,19,Hyderabadi Chicken Biryani,Main Course,False,442,True
521,19,Mutton Biryani,Main Course,False,322,True
522,19,Paneer 65,Starter,True,116,True
523,19,Mirchi Ka Salan,Starter,True,113,True
524,19,Mineral Water,Beverage,True,80,True
525,19,Fruit Custard,Dessert,True,113,True
526,19,Buttermilk,Beverage,True,109,True
527,19,Chicken Kebab,Starter,False,144,True
528,19,Apricot Delight,Dessert,True,187,True
529,19,Rose Milk,Beverage,True,52,True
530,19,Mint Lemonade,Beverage,True,86,True
531,19,Chicken Biryani,Main Course,False,390,True
532,19,Veg Dum Biryani,Main Course,True,402,True
533,19,Veg Kebab,Starter,True,207,True
534,19,Raita,Starter,True,138,True
535,19,Chicken Fry Piece Biryani,Main Course,False,234,True
536,19,Chicken 65,Starter,False,219,True
537,20,Roasted Bell Peppers,Starter,True,260,True
538,20,Stuffed Bell Peppers,Main Course,True,611,True
539,20,Truffle Pasta,Main Course,True,882,True
540,20,Iced Tea,Beverage,True,345,True
541,20,Chicken Caesar Salad,Starter,False,402,True
542,20,Spinach Croquettes,Starter,True,448,True
543,20,Bruschetta,Starter,True,301,True
544,20,Belgian Chocolate Cake,Dessert,True,223,True
545,20,Duck Confit,Main Course,False,608,True
546,20,Grilled Cottage Cheese,Main Course,True,621,True
547,20,Fresh Pineapple Juice,Beverage,True,267,True
548,20,Grilled Vegetables,Main Course,True,898,True
549,20,Tiramisu,Dessert,True,282,True
550,20,Cheesecake,Dessert,True,273,True
551,20,Caesar Salad,Starter,True,492,True
552,20,Tomato Basil Soup,Starter,True,356,True
553,20,Espresso,Beverage,True,345,True
554,20,Cheese Platter,Starter,True,467,True
555,20,Spinach Ravioli,Main Course,True,790,True
556,20,Chicken Lasagna,Main Course,False,808,True
557,20,Fresh Orange Juice,Beverage,True,239,True
558,20,Latte,Beverage,True,125,True
559,20,Beef Wellington Style Mushroom Pie,Main Course,True,554,True
560,20,Stuffed Mushrooms,Starter,True,510,True
561,20,Herb Rice,Main Course,True,603,True
562,20,Lamb Chops,Main Course,False,596,True
563,20,Prawn Tempura,Starter,False,464,True
564,20,Grilled Salmon,Main Course,False,726,True
565,20,Mushroom Risotto,Main Course,True,558,True
566,20,Crème Brûlée,Dessert,True,318,True
567,20,Paneer Steak,Main Course,True,569,True
568,20,Smoked Chicken Bites,Starter,False,490,True
569,20,Fresh Watermelon Juice,Beverage,True,180,True
570,20,Panna Cotta,Dessert,True,342,True
571,20,Greek Salad,Starter,True,427,True
572,20,Macarons,Dessert,True,301,True
573,20,Vegetable Lasagna,Main Course,True,611,True
574,20,Cappuccino,Beverage,True,264,True
575,20,Opera Cake,Dessert,True,435,True
576,20,Pesto Pasta,Main Course,True,552,True
577,20,Avocado Bruschetta,Starter,True,409,True
578,20,Virgin Mojito,Beverage,True,346,True
579,20,Raspberry Tart,Dessert,True,449,True
580,20,Signature Mocktail,Beverage,True,132,True
581,20,Stuffed Zucchini,Starter,True,369,True
582,20,Penne Arrabbiata,Main Course,True,930,True
583,20,Lemon Tart,Dessert,True,308,True
584,20,Seafood Risotto,Main Course,False,878,True
585,20,Herb Roasted Chicken,Main Course,False,617,True
586,20,Ratatouille,Main Course,True,947,True
